word,part,n_senses,colour,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex
blug,sj.,1,blue,0,0,1,0,sj. yra tla f zuf z lela.,b lu g,g lu b,3,b,g,6,4,yra tla f zuf z lela.,,,,,,,,,,,,0-1,#6495ED
botvi,sj.,1,blue,0,0,0,0,sj. yre vs dudi aohjg l aiqr. sasih tlah.,b o t v i,i v t o b,5,b,i,8,5,yre vs dudi aohjg l aiqr. sasih tlah.,,,,,,,,,,,,0-1,#6495ED
bpu,q.,1,tan,0,0,28,0,q. pu kyv.,b pu,pu b,2,b,pu,2,3,,,,,,,,,pu kyv.,,,,>20,#D2B48C
braee,sj.,1,blue,0,0,0,0,sj. qlat el teer subt ji ji. vk subtat yk ahg atek. subt hhg ejlip.,b ra ee,ee ra b,3,b,ee,14,5,qlat el teer subt ji ji. vk subtat yk ahg atek. subt hhg ejlip.,,,,,,,,,,,,0-1,#6495ED
brue,k.,1,purple,0,0,1,0,k. sxzu brye.,b r u e,e u r b,4,b,e,2,4,,sxzu brye.,,,,,,,,,,,0-1,#9370DB
brxe,k.,1,purple,0,0,1,0,k. vh qah hhk tky.,b r x e,e x r b,4,b,e,4,4,,vh qah hhk tky.,,,,,,,,,,,0-1,#9370DB
brye,k.,1,purple,0,0,15,0,k. 1 ehg yra kysi ishl am heze hkdg. 2 aaosi yra ji ishl am heze hkdg.,b r y e,e y r b,4,b,e,15,4,,1 ehg yra kysi ishl am heze hkdg. 2 aaosi yra ji ishl am heze hkdg.,,,,,,,,,,,>1,#9370DB
brysh,sj.,1,blue,0,0,2,0,sj. qahh xyt f qvq. brye f qaq. qahh yra ehu.,b r y sh,sh y r b,4,b,sh,10,5,qahh xyt f qvq. brye f qaq. qahh yra ehu.,,,,,,,,,,,,>1,#6495ED
bsjzv,sj.,1,blue,0,0,0,0,sj. ysi hmt el guo ahk l jajije kyso.,b sj z v,v z sj b,4,b,v,8,5,ysi hmt el guo ahk l jajije kyso.,,,,,,,,,,,,0-1,#6495ED
bsxju,e.,1,green,0,0,1,0,e. kap sxi uxaux in axuax ju yra yra byta.,b sx ju,ju sx b,3,b,ju,9,5,,,kap sxi uxaux in axuax ju yra yra byta.,,,,,,,,,,0-1,#228B22
bteb,k.,2,orange,1,0,51,0,k. 1 eguux kyv. 2 liuzu z yra tky. sj. suba chil f ging.,b te b,b te b,3,b,b,11,4,suba chil f ging.,1 eguux kyv. 2 liuzu z yra tky.,,,,,,,,,,,>20,#FFA500
btebe,k.,1,purple,0,0,5,0,k. uxi bteb.,b te be,be te b,3,b,be,2,5,,uxi bteb.,,,,,,,,,,,>1,#9370DB
btebr,sj.,1,blue,0,0,18,0,sj. bteb f lela.,b te b r,r b te b,4,b,r,3,5,bteb f lela.,,,,,,,,,,,,>1,#6495ED
btef,k.,1,purple,0,0,0,0,k. vk ju lbf vt lbf hucher kalao.,b te f,f te b,3,b,f,7,4,,vk ju lbf vt lbf hucher kalao.,,,,,,,,,,,0-1,#9370DB
btep,k.,1,purple,0,0,1,0,k. heha qwq kyin.,b te p,p te b,3,b,p,3,4,,heha qwq kyin.,,,,,,,,,,,0-1,#9370DB
budal,sj.,1,blue,0,0,0,0,sj. suja xhg je lacx. suja je asj am yra lisu xhg je lacx.,bu da l,l da bu,3,bu,l,13,5,suja xhg je lacx. suja je asj am yra lisu xhg je lacx.,,,,,,,,,,,,0-1,#6495ED
buhhtes,sj.,1,blue,0,0,1,0,sj. yre eeluz ahk subtet ee subtat kyin vx yra. bu kuuee.,bu hh te s,s te hh bu,4,bu,s,10,7,yre eeluz ahk subtet ee subtat kyin vx yra. bu kuuee.,,,,,,,,,,,,0-1,#6495ED
buk,sj.,1,blue,0,0,5,0,sj. yras gega in heha f luwux gazter.,bu k,k bu,2,bu,k,7,3,yras gega in heha f luwux gazter.,,,,,,,,,,,,>1,#6495ED
buzpu,p.,1,blue,0,0,1,0,p. qlat el aozra tku ji. am gta je ahg. aozra ahk gta hji pu.,bu z pu,pu z bu,3,bu,pu,14,5,,,,,,,,qlat el aozra tku ji. am gta je ahg. aozra ahk gta hji pu.,,,,,0-1,#6495ED
byta,k.,1,purple,0,0,6,0,k. vs lef in def f yre hutl sxi taar ypu tky.,b y ta,ta y b,3,b,ta,11,4,,vs lef in def f yre hutl sxi taar ypu tky.,,,,,,,,,,,>1,#9370DB
bzui,sj.,1,blue,0,0,2,0,sj. beak f akydep.,b zu i,i zu b,3,b,i,3,4,beak f akydep.,,,,,,,,,,,,>1,#6495ED
chdut,sj.,1,blue,0,0,1,0,sj. vk zucjch vt subt gaeif z qrexzt.,ch du t,t du ch,3,ch,t,7,5,vk zucjch vt subt gaeif z qrexzt.,,,,,,,,,,,,0-1,#6495ED
chge,sj.,1,blue,0,0,2,0,sj. vh ahk ppicj f ler uxaux qahh dkdg. vx jel yre lela f yra ler.,ch ge,ge ch,2,ch,ge,15,4,vh ahk ppicj f ler uxaux qahh dkdg. vx jel yre lela f yra ler.,,,,,,,,,,,,>1,#6495ED
chha,k.,1,purple,0,0,2,0,k. vk utei.,ch h a,a h ch,3,ch,a,2,4,,vk utei.,,,,,,,,,,,>1,#9370DB
chhsida,e.,1,green,0,0,1,0,e. juchsj xinei ji el je lqa.,ch h si da,da si h ch,4,ch,da,6,7,,,juchsj xinei ji el je lqa.,,,,,,,,,,0-1,#228B22
chil,k.,1,purple,0,0,2,0,k. vk wax vt wux kysi.,ch i l,l i ch,3,ch,l,5,4,,vk wax vt wux kysi.,,,,,,,,,,,>1,#9370DB
chla,sj.,1,blue,0,0,1,0,sj. thg gudde f law.,ch la,la ch,2,ch,la,4,4,thg gudde f law.,,,,,,,,,,,,0-1,#6495ED
chley,k.,2,orange,1,0,8,0,k. ehg qwq kaish belu. sj. ley z axgg.,ch le y,y le ch,3,ch,y,7,5,ley z axgg.,ehg qwq kaish belu.,,,,,,,,,,,>1,#FFA500
chlicx,k.,1,purple,0,0,1,0,k. erk lpubal hgaxi rah.,ch li cx,cx li ch,3,ch,cx,4,6,,erk lpubal hgaxi rah.,,,,,,,,,,,0-1,#9370DB
chlie,e.,1,green,0,0,1,0,e. chil.,ch li e,e li ch,3,ch,e,1,5,,,chil.,,,,,,,,,,0-1,#228B22
chra,sj.,1,blue,0,0,0,0,sj. qlat el pip asj f yra lela tku ji. l ew z jar je ahg.,ch ra,ra ch,2,ch,ra,15,4,qlat el pip asj f yra lela tku ji. l ew z jar je ahg.,,,,,,,,,,,,0-1,#6495ED
chre,sj.,1,blue,0,0,0,0,sj. ezugad xyt am wsir ji.,ch re,re ch,2,ch,re,5,4,ezugad xyt am wsir ji.,,,,,,,,,,,,0-1,#6495ED
chsiv,k.,2,orange,1,0,11,0,k. subb kap kytu. e. liuzu ju yra ee yra hkdg.,ch si v,v si ch,3,ch,v,9,5,,subb kap kytu.,liuzu ju yra ee yra hkdg.,,,,,,,,,,>1,#FFA500
cht,k.,1,purple,0,0,3,0,k. beba z laf rek.,ch t,t ch,2,ch,t,4,3,,beba z laf rek.,,,,,,,,,,,>1,#9370DB
chtai,sj.,1,blue,0,0,1,0,sj. vk ler z gudih uxaux pip lutad qwq f gazter.,ch ta i,i ta ch,3,ch,i,10,5,vk ler z gudih uxaux pip lutad qwq f gazter.,,,,,,,,,,,,0-1,#6495ED
chtu,k.,1,purple,0,0,3,0,k. taar ubva ji kka hhg kytu.,ch tu,tu ch,2,ch,tu,6,4,,taar ubva ji kka hhg kytu.,,,,,,,,,,,>1,#9370DB
cjab,bu.,1,tan,0,0,1,0,bu. subtet kysi xyt subtat kap kysi.,cj a b,b a cj,3,cj,b,6,4,,,,,,,subtet kysi xyt subtat kap kysi.,,,,,,0-1,#D2B48C
cjade,sj.,1,blue,0,0,0,0,sj. tade uku sxresh ji f chtai.,cj a de,de a cj,3,cj,de,6,5,tade uku sxresh ji f chtai.,,,,,,,,,,,,0-1,#6495ED
cjdacx,sj.,1,blue,0,0,0,0,sj. deqhm z sjdr. cj kuuee.,cj da cx,cx da cj,3,cj,cx,4,6,deqhm z sjdr. cj kuuee.,,,,,,,,,,,,0-1,#6495ED
cjdahh,e.,1,green,0,0,4,0,e. uxaux hutl in ler dkdg. qlat el xihuhesh z yras tuk aa dyt ji.,cj da hh,hh da cj,3,cj,hh,14,6,,,uxaux hutl in ler dkdg. qlat el xihuhesh z yras tuk aa dyt ji.,,,,,,,,,,>1,#228B22
cjhht,sj.,1,blue,0,0,0,0,sj. ekin z iligt.,cj hh t,t hh cj,3,cj,t,3,5,ekin z iligt.,,,,,,,,,,,,0-1,#6495ED
cji,cj.,1,orange,0,1,25,0,cj. subt btebr deqhm.,cj i,i cj,2,cj,i,3,3,,,,,,,,,,subt btebr deqhm.,,,>20,#FFA500
cjja,e.,1,green,0,0,10,0,e. subtatef gato baali.,cj ja,ja cj,2,cj,ja,3,4,,,subtatef gato baali.,,,,,,,,,,>1,#228B22
cjje,e.,1,green,0,0,8,0,e. subtetaf gato baali.,cj je,je cj,2,cj,je,3,4,,,subtetaf gato baali.,,,,,,,,,,>1,#228B22
cxdau,sj.,1,blue,0,0,2,0,sj. vh wax liuzu z guo f hjter. guo ahk dupi ee tuzt.,cx da u,u da cx,3,cx,u,12,5,vh wax liuzu z guo f hjter. guo ahk dupi ee tuzt.,,,,,,,,,,,,>1,#6495ED
cxdg,e.,1,green,0,0,0,0,e. kap rek.,cx d g,g d cx,3,cx,g,2,4,,,kap rek.,,,,,,,,,,0-1,#228B22
cxgai,sj.,1,blue,0,0,0,0,sj. vh du kaw exiex sxresh ehu kysi. xux inlt akudep.,cx ga i,i ga cx,3,cx,i,10,5,vh du kaw exiex sxresh ehu kysi. xux inlt akudep.,,,,,,,,,,,,0-1,#6495ED
cxhht,sj.,1,blue,0,0,27,0,sj. 1 rik f sjlup in hgasi. 2 ju kazuqr ee kazuqr ahk rik f yele sjlup. 3 gaeif z l rik.,cx hh t,t hh cx,3,cx,t,19,5,1 rik f sjlup in hgasi. 2 ju kazuqr ee kazuqr ahk rik f yele sjlup. 3 gaeif z l rik.,,,,,,,,,,,,>20,#6495ED
cxihutu,e.,1,green,0,0,1,0,e. chhsida je ji am xaxaxa je hkudep kat ju ja ehg je dkdg el je lqa. siuaa taar ju ja ee ja ji el je lqa.,cx i hu tu,tu hu i cx,4,cx,tu,26,7,,,chhsida je ji am xaxaxa je hkudep kat ju ja ehg je dkdg el je lqa. siuaa taar ju ja ee ja ji el je lqa.,,,,,,,,,,0-1,#228B22
cxizu,k.,1,purple,0,0,0,0,k. taar ji xyt el je kyso kat livi dabu.,cx i zu,zu i cx,3,cx,zu,9,5,,taar ji xyt el je kyso kat livi dabu.,,,,,,,,,,,0-1,#9370DB
cxla,a.,1,green,0,0,15,0,a. vh uxauxf sxresh kysi.,cx la,la cx,2,cx,la,4,4,,,,,vh uxauxf sxresh kysi.,,,,,,,,>1,#228B22
cxlh,sj.,1,blue,0,0,0,0,sj. vx axt z yra lela ahk yra kytu o ahk yk yra kytu f kyv.,cx l h,h l cx,3,cx,h,15,4,vx axt z yra lela ahk yra kytu o ahk yk yra kytu f kyv.,,,,,,,,,,,,0-1,#6495ED
cxli,k.,1,purple,0,0,2,0,k. ahk dyt.,cx li,li cx,2,cx,li,2,4,,ahk dyt.,,,,,,,,,,,>1,#9370DB
cxlia,sj.,1,blue,0,0,2,0,sj. 1 sjlup kyv f pdepr. 2 eguux in lela hji f pdepr.,cx li a,a li cx,3,cx,a,11,5,1 sjlup kyv f pdepr. 2 eguux in lela hji f pdepr.,,,,,,,,,,,,>1,#6495ED
cxlu,a.,1,green,0,0,3,0,a. vh yele uxauxf kysi.,cx lu,lu cx,2,cx,lu,4,4,,,,,vh yele uxauxf kysi.,,,,,,,,>1,#228B22
cxqku,sj.,1,blue,0,0,1,0,sj. yre axuaxf kazuqr. hatel kadu.,cx q ku,ku q cx,3,cx,ku,5,5,yre axuaxf kazuqr. hatel kadu.,,,,,,,,,,,,0-1,#6495ED
cxs,k.,1,purple,0,0,10,0,k. yre btebr bteb dr thg yre pdepr pdep dr dsu.,cx s,s cx,2,cx,s,10,3,,yre btebr bteb dr thg yre pdepr pdep dr dsu.,,,,,,,,,,,>1,#9370DB
cxsi,e.,1,green,0,0,4,0,e. siuaa vs yra kadu.,cx si,si cx,2,cx,si,4,4,,,siuaa vs yra kadu.,,,,,,,,,,>1,#228B22
cxsuv,e.,1,green,0,0,1,0,e. livai hytu.,cx su v,v su cx,3,cx,v,2,5,,,livai hytu.,,,,,,,,,,0-1,#228B22
cxtqal,sj.,1,blue,0,0,1,0,sj. dyt f cxhht.,cx t qa l,l qa t cx,4,cx,l,3,6,dyt f cxhht.,,,,,,,,,,,,0-1,#6495ED
cxuk,e.,1,green,0,0,0,0,e. axuax in uxaux suba zuf ji.,cx u k,k u cx,3,cx,k,6,4,,,axuax in uxaux suba zuf ji.,,,,,,,,,,0-1,#228B22
cxzl,e.,1,green,0,0,2,0,e. yra kap asx f akudep.,cx z l,l z cx,3,cx,l,5,4,,,yra kap asx f akudep.,,,,,,,,,,>1,#228B22
daah,sj.,1,blue,0,0,1,0,sj. yra yra ji ahk kyso f ewer.,da a h,h a da,3,da,h,7,4,yra yra ji ahk kyso f ewer.,,,,,,,,,,,,0-1,#6495ED
dabi,k.,1,purple,0,0,1,0,k. kap vzte in vztel ju yra ji el yra kyso.,da b i,i b da,3,da,i,10,4,,kap vzte in vztel ju yra ji el yra kyso.,,,,,,,,,,,0-1,#9370DB
dabu,k.,1,purple,0,0,3,0,k. kap vztel sjlup yra kabu.,da bu,bu da,2,da,bu,5,4,,kap vztel sjlup yra kabu.,,,,,,,,,,,>1,#9370DB
dadali,sj.,1,blue,0,0,1,0,sj. je ehu ja asj.,da da li,li da da,3,da,li,4,6,je ehu ja asj.,,,,,,,,,,,,0-1,#6495ED
daeif,sj.,1,blue,0,0,1,0,sj. yra ahk kytu f gaeif.,da ei f,f ei da,3,da,f,5,5,yra ahk kytu f gaeif.,,,,,,,,,,,,0-1,#6495ED
daf,sj.,1,blue,0,0,2,0,sj. ju deda.,da f,f da,2,da,f,2,3,ju deda.,,,,,,,,,,,,>1,#6495ED
dahpu,sj.,1,blue,0,0,3,0,sj. subtate sjlup. gta ee guerg kadu.,da h pu,pu h da,3,da,pu,6,5,subtate sjlup. gta ee guerg kadu.,,,,,,,,,,,,>1,#6495ED
dahsx,e.,1,green,0,0,0,0,e. ja belu je shlp.,da h sx,sx h da,3,da,sx,4,5,,,ja belu je shlp.,,,,,,,,,,0-1,#228B22
daidu,sj.,1,blue,0,0,0,0,sj. taer ahk gudih kyin f qwq.,da i du,du i da,3,da,du,6,5,taer ahk gudih kyin f qwq.,,,,,,,,,,,,0-1,#6495ED
daiei,sj.,1,blue,0,0,2,0,sj. l ahg z yras ahk l ppicj z yras lire f yras lela. etela dsiu.,da i ei,ei i da,3,da,ei,15,5,l ahg z yras ahk l ppicj z yras lire f yras lela. etela dsiu.,,,,,,,,,,,,>1,#6495ED
daita,e.,1,green,0,0,0,0,e. gapuita dkdg.,da i ta,ta i da,3,da,ta,2,5,,,gapuita dkdg.,,,,,,,,,,0-1,#228B22
daiu,k.,1,purple,0,0,3,0,k. yra qatub ji.,da i u,u i da,3,da,u,3,4,,yra qatub ji.,,,,,,,,,,,>1,#9370DB
dalei,sj.,1,blue,0,0,0,0,sj. ja xyt f lela.,da le i,i le da,3,da,i,4,5,ja xyt f lela.,,,,,,,,,,,,0-1,#6495ED
dast,bu.,1,tan,0,0,4,0,bu. sxresh kyv f vh subtate vzt deqhm.,da s t,t s da,3,da,t,7,4,,,,,,,sxresh kyv f vh subtate vzt deqhm.,,,,,,>1,#D2B48C
deaw,a.,1,green,0,0,2,0,a. vh subtate deqa kaw.,de a w,w a de,3,de,w,4,4,,,,,vh subtate deqa kaw.,,,,,,,,>1,#228B22
deda,sj.,1,blue,0,0,36,0,sj. lela hji f hucher.,de da,da de,2,de,da,4,4,lela hji f hucher.,,,,,,,,,,,,>20,#6495ED
def,cj.,1,orange,0,1,4,0,cj. ysi in exiex deda beax.,de f,f de,2,de,f,5,3,,,,,,,,,,ysi in exiex deda beax.,,,>1,#FFA500
degulu,sj.,1,blue,0,0,0,0,sj. tair zlut ji el ysi tky f kyv.,de gu lu,lu gu de,3,de,lu,8,6,tair zlut ji el ysi tky f kyv.,,,,,,,,,,,,0-1,#6495ED
dela,sj.,1,blue,0,0,0,0,sj. lela xyt f deda.,de la,la de,2,de,la,4,4,lela xyt f deda.,,,,,,,,,,,,0-1,#6495ED
deo,sj.,1,blue,0,0,0,0,sj. vh uku ktap f axuax ykai dkdg am vk ktap ahk jar kyta f axuaxf ktap.,de o,o de,2,de,o,16,3,vh uku ktap f axuax ykai dkdg am vk ktap ahk jar kyta f axuaxf ktap.,,,,,,,,,,,,0-1,#6495ED
deqa,e.,1,green,0,0,4,0,e. deqar ji.,de qa,qa de,2,de,qa,2,4,,,deqar ji.,,,,,,,,,,>1,#228B22
deqar,sj.,1,blue,0,0,2,0,sj. vh subteta ypu vda el tta lela dvt aa subb vda f yra.,de qa r,r qa de,3,de,r,13,5,vh subteta ypu vda el tta lela dvt aa subb vda f yra.,,,,,,,,,,,,>1,#6495ED
deqh,k.,1,purple,0,0,3,0,k. vs yre gege yre hucher deqhm aa bteb.,de q h,h q de,3,de,h,8,4,,vs yre gege yre hucher deqhm aa bteb.,,,,,,,,,,,>1,#9370DB
deqhm,k.,2,orange,1,0,57,2,k. 1 hucher beax. 2 vh subteta heba f gega kyv. 3 yre hgasi kyv. sj. beax f lela in deda.,de q hm,hm q de,3,de,hm,17,5,beax f lela in deda.,1 hucher beax. 2 vh subteta heba f gega kyv. 3 yre hgasi kyv.,,,,,,,,,,,>20,#FFA500
dest,bu.,1,tan,0,0,15,0,bu. sxresh kyv f vh subteta vzt deqhm.,de s t,t s de,3,de,t,7,4,,,,,,,sxresh kyv f vh subteta vzt deqhm.,,,,,,>1,#D2B48C
deuka,sj.,1,blue,0,0,0,0,sj. kakauka ju lela f idcx ee idcx z lela dew ji.,de u ka,ka u de,3,de,ka,11,5,kakauka ju lela f idcx ee idcx z lela dew ji.,,,,,,,,,,,,0-1,#6495ED
dew,a.,1,green,0,0,11,0,a. vh deqa yele vzt.,de w,w de,2,de,w,4,3,,,,,vh deqa yele vzt.,,,,,,,,>1,#228B22
dexin,e.,1,green,0,0,0,0,e. ja hhk je aik cjab dadali.,de x in,in x de,3,de,in,6,5,,,ja hhk je aik cjab dadali.,,,,,,,,,,0-1,#228B22
deygin,sj.,1,blue,0,0,0,0,sj. laf ahk akydep kat cji xgin.,de y g in,in g y de,4,de,in,6,6,laf ahk akydep kat cji xgin.,,,,,,,,,,,,0-1,#6495ED
dgasir,sj.,1,blue,0,0,1,0,sj. vzta f yra hgasi z pdepr.,d ga si r,r si ga d,4,d,r,6,6,vzta f yra hgasi z pdepr.,,,,,,,,,,,,0-1,#6495ED
dher,q.,1,tan,0,0,2,0,q. vh yra ubva beba am subb kap bteb f hutl.,d he r,r he d,3,d,r,10,4,,,,,,,,,vh yra ubva beba am subb kap bteb f hutl.,,,,>1,#D2B48C
dkder,sj.,1,blue,0,0,3,0,sj. dkdg f uku yra.,d k de r,r de k d,4,d,r,4,5,dkdg f uku yra.,,,,,,,,,,,,>1,#6495ED
dkdg,k.,1,purple,0,0,132,0,k. wux z yra ju yra kadu.,d k d g,g d k d,4,d,g,6,4,,wux z yra ju yra kadu.,,,,,,,,,,,>20,#9370DB
dkdger,sj.,1,blue,0,0,3,0,sj. dkdg f lela in deda deqhm.,d k d ge r,r ge d k d,5,d,r,6,6,dkdg f lela in deda deqhm.,,,,,,,,,,,,>1,#6495ED
dku,hh.,1,green,0,0,16,0,hh. vh uku f deqar.,d ku,ku d,2,d,ku,4,3,,,,,,vh uku f deqar.,,,,,,,>1,#228B22
dr,cj.,1,orange,0,1,11,0,cj. sjdr eeluz kyin. subtate eeluz kadu.,d r,r d,2,d,r,6,2,,,,,,,,,,sjdr eeluz kyin. subtate eeluz kadu.,,,>1,#FFA500
dsiu,k.,1,purple,0,0,9,0,k. siuai ju yra ee yra ji.,d si u,u si d,3,d,u,6,4,,siuai ju yra ee yra ji.,,,,,,,,,,,>1,#9370DB
dsu,k.,1,purple,0,0,3,0,k. siuaa ju yra ee yra ji.,d su,su d,2,d,su,6,3,,siuaa ju yra ee yra ji.,,,,,,,,,,,>1,#9370DB
dsxl,sj.,1,blue,0,0,1,0,sj. vh yamte yras f kap subtet ee kap subtat f yra kadu f sjlup.,d sx l,l sx d,3,d,l,14,4,vh yamte yras f kap subtet ee kap subtat f yra kadu f sjlup.,,,,,,,,,,,,0-1,#6495ED
du,hh.,1,green,0,0,22,0,hh. vh yrs f ju yra aa ju yra aa yra.,du,du,1,du,,10,2,,,,,,vh yrs f ju yra aa ju yra aa yra.,,,,,,,>20,#228B22
duada,k.,1,purple,0,0,0,0,k. guo luwux ging kadu.,du a da,da a du,3,du,da,4,5,,guo luwux ging kadu.,,,,,,,,,,,0-1,#9370DB
duax,sj.,1,blue,0,0,2,0,sj. dudi aiqr f liaax z utu lela.,du ax,ax du,2,du,ax,7,4,dudi aiqr f liaax z utu lela.,,,,,,,,,,,,>1,#6495ED
dudi,sj.,1,blue,0,0,3,0,sj. yre axuaxf kazuqr. suja je ulilu f vh yra. yamte kakakaw yra je aiqr.,du d i,i d du,3,du,i,14,4,yre axuaxf kazuqr. suja je ulilu f vh yra. yamte kakakaw yra je aiqr.,,,,,,,,,,,,>1,#6495ED
duer,sj.,1,blue,0,0,0,0,sj. duax ji f lela.,du er,er du,2,du,er,4,4,duax ji f lela.,,,,,,,,,,,,0-1,#6495ED
dukai,e.,1,green,0,0,0,0,e. aohucx libux akudep.,du ka i,i ka du,3,du,i,3,5,,,aohucx libux akudep.,,,,,,,,,,0-1,#228B22
dule,k.,1,purple,0,0,1,0,k. taar belu am hytu.,du le,le du,2,du,le,4,4,,taar belu am hytu.,,,,,,,,,,,0-1,#9370DB
dupi,k.,1,purple,0,0,4,0,k. hezl yra kap kysi aiin.,du p i,i p du,3,du,i,5,4,,hezl yra kap kysi aiin.,,,,,,,,,,,>1,#9370DB
dupo,k.,1,purple,0,0,1,0,k. yra hezl kap kysi el dupi.,du p o,o p du,3,du,o,6,4,,yra hezl kap kysi el dupi.,,,,,,,,,,,0-1,#9370DB
dust,bu.,1,tan,0,0,30,0,bu. sxresh kyv f vh vzt deqhm.,du s t,t s du,3,du,t,6,4,,,,,,,sxresh kyv f vh vzt deqhm.,,,,,,>20,#D2B48C
duta,k.,1,purple,0,0,7,0,k. vk iley hkdg kysi.,du ta,ta du,2,du,ta,4,4,,vk iley hkdg kysi.,,,,,,,,,,,>1,#9370DB
dutipp,e.,1,green,0,0,2,0,e. vh uxauxf vzt kap ulilu.,du t i pp,pp i t du,4,du,pp,5,6,,,vh uxauxf vzt kap ulilu.,,,,,,,,,,>1,#228B22
dutu,k.,1,purple,0,0,1,0,k. vk ppicj hkdg kysi.,du tu,tu du,2,du,tu,4,4,,vk ppicj hkdg kysi.,,,,,,,,,,,0-1,#9370DB
duty,sj.,1,blue,0,0,0,0,sj. thg gudde f yra ahg je gudde.,du t y,y t du,3,du,y,7,4,thg gudde f yra ahg je gudde.,,,,,,,,,,,,0-1,#6495ED
dvt,k.,1,purple,0,0,9,0,k. qvq qwq kyin.,d v t,t v d,3,d,t,3,3,,qvq qwq kyin.,,,,,,,,,,,>1,#9370DB
dyt,k.,1,purple,0,0,20,0,k. qahh juya kyin.,d y t,t y d,3,d,t,3,3,,qahh juya kyin.,,,,,,,,,,,>1,#9370DB
eami,e.,1,green,0,0,0,0,e. exiex amsht je ji el je in laf ishl.,e am i,i am e,3,e,i,9,4,,,exiex amsht je ji el je in laf ishl.,,,,,,,,,,0-1,#228B22
eduh,e.,1,green,0,0,1,0,e. qlat vk kytu ji. suba bki.,e du h,h du e,3,e,h,6,4,,,qlat vk kytu ji. suba bki.,,,,,,,,,,0-1,#228B22
ee,bu.,1,tan,0,1,177,0,bu. ju yra yra shlp deqhm. cxla ysi gega shlp.,ee,ee,1,ee,,9,2,,,,,,,ju yra yra shlp deqhm. cxla ysi gega shlp.,,,,,,>20,#D2B48C
eeaa,sj.,1,blue,0,0,0,0,sj. eja ee aje je kap kaxs el je shley.,ee aa,aa ee,2,ee,aa,9,4,eja ee aje je kap kaxs el je shley.,,,,,,,,,,,,0-1,#6495ED
eeluz,sj.,1,blue,0,0,13,0,sj. gega ee gega shlp f liliax z eguux.,ee lu z,z lu ee,3,ee,z,8,5,gega ee gega shlp f liliax z eguux.,,,,,,,,,,,,>1,#6495ED
egain,e.,1,green,0,0,0,0,e. uxaux subtatef lela lqa. vztel yra z ladut ji.,e ga in,in ga e,3,e,in,9,5,,,uxaux subtatef lela lqa. vztel yra z ladut ji.,,,,,,,,,,0-1,#228B22
egaxi,e.,1,green,0,0,1,0,e. isiga in xsiga z hgasi dkdg.,e ga x i,i x ga e,4,e,i,6,5,,,isiga in xsiga z hgasi dkdg.,,,,,,,,,,0-1,#228B22
egg,e.,1,green,0,0,1,0,e. hgasi z axgg dkdg.,e g g,g g e,3,e,g,4,3,,,hgasi z axgg dkdg.,,,,,,,,,,0-1,#228B22
egta,e.,1,green,0,0,0,0,e. exiexf xlag o lagat igf o bezu atek.,e g ta,ta g e,3,e,ta,8,4,,,exiexf xlag o lagat igf o bezu atek.,,,,,,,,,,0-1,#228B22
eguux,sj.,1,blue,0,0,20,1,sj. 1 pdepr ee btebr f xihuhesh bteb f ewer in eishu. ahk qhh o gega shlp. 2 lela in deda bteb f gega. e kuuee.,e gu ux,ux gu e,3,e,ux,23,5,1 pdepr ee btebr f xihuhesh bteb f ewer in eishu. ahk qhh o gega shlp. 2 lela in deda bteb f gega. e kuuee.,,,,,,,,,,,,>1,#6495ED
egw,sj.,1,blue,0,0,0,0,sj. alp deda kyta asj f etela.,e g w,w g e,3,e,w,6,3,alp deda kyta asj f etela.,,,,,,,,,,,,0-1,#6495ED
ehg,k.,1,purple,0,0,30,0,k. vh subtate kyv.,e h g,g h e,3,e,g,3,3,,vh subtate kyv.,,,,,,,,,,,>20,#9370DB
ehjr,e.,1,green,0,0,1,0,e. heba.,e hj r,r hj e,3,e,r,1,4,,,heba.,,,,,,,,,,0-1,#228B22
ehu,k.,1,purple,0,0,22,0,k. ehut ji.,e hu,hu e,2,e,hu,2,3,,ehut ji.,,,,,,,,,,,>20,#9370DB
ehut,e.,1,green,0,0,15,0,e. kap lav ee kap gude. uxauxf in axuaxf ahk.,e hu t,t hu e,3,e,t,9,4,,,kap lav ee kap gude. uxauxf in axuaxf ahk.,,,,,,,,,,>1,#228B22
eiar,hh.,1,green,0,0,1,0,hh. 1 kap taar ee kap kauin. 2 vk yra sxvz lela cxla hkudep.,ei a r,r a ei,3,ei,r,12,4,,,,,,1 kap taar ee kap kauin. 2 vk yra sxvz lela cxla hkudep.,,,,,,,0-1,#228B22
eiber,e.,1,green,0,0,0,0,e. zaxei zhlig ji kat l asj z zulig libux ejlip.,ei be r,r be ei,3,ei,r,10,5,,,zaxei zhlig ji kat l asj z zulig libux ejlip.,,,,,,,,,,0-1,#228B22
eida,hh.,1,green,0,0,1,0,hh. vx cxsi lela cxla yra kytu.,ei da,da ei,2,ei,da,6,4,,,,,,vx cxsi lela cxla yra kytu.,,,,,,,0-1,#228B22
eider,e.,1,green,0,0,0,0,e. zaxei zhlig ji kat aka z zulig dupo.,ei de r,r de ei,3,ei,r,8,5,,,zaxei zhlig ji kat aka z zulig dupo.,,,,,,,,,,0-1,#228B22
