word,word_trans,part,part_trans,n_senses,colour,colour_trans,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,chars_untranslated,translated,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex,eng_def_sj,eng_def_k,eng_def_e,eng_def_i,eng_def_a,eng_def_hh,eng_def_bu,eng_def_p,eng_def_q,eng_def_cj,eng_def_r,eng_def_y
aok,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. 1 ging shlp. 2 vh cxhht vk ju yra vt yra kyv.,21,k. 1 ging shlp. 2 (at) cxhht (to/do) (add/mix) (that) vt (that) kyv.,ao k,k ao,2,ao,k,11,3,,1 ging shlp. 2 vh cxhht vk ju yra vt yra kyv.,,,,,,,,,,,>1,#9370DB,,1 ging shlp. 2 (at) cxhht (to/do) (add/mix) (that) vt (that) kyv.,,,,,,,,,,
aokai,,e.,,1,green,adjective/determiner,0,0,1,0,e. belu asj am hhk f akudep.,20,e. belu asj am hhk f akudep.,ao ka i,i ka ao,3,ao,i,6,5,,,belu asj am hhk f akudep.,,,,,,,,,,0-1,#228B22,,,belu asj am hhk f akudep.,,,,,,,,,
aokasx,,sj.,,2,orange,pronoun/number/base,1,0,4,0,sj. yra qrfde hucher in sxresh. bu. qrfde deqhm deqhm.,20,sj. (that) qrfde (something/anything) (or) sxresh. bu. qrfde (WORD) (WORD).,ao ka sx,sx ka ao,3,ao,sx,8,6,yra qrfde hucher in sxresh.,,,,,,qrfde deqhm deqhm.,,,,,,>1,#FFA500,(that) qrfde (something/anything) (or) sxresh.,,,,,,qrfde (WORD) (WORD).,,,,,
aol,,e.,,1,green,adjective/determiner,0,0,1,0,e. hhk axhk.,8,e. hhk axhk.,ao l,l ao,2,ao,l,2,3,,,hhk axhk.,,,,,,,,,,0-1,#228B22,,,hhk axhk.,,,,,,,,,
aoley,,e.,,1,green,adjective/determiner,0,0,0,0,e. subt dvt lpubel subtat ahk vztu f oley.,22,e. (now) dvt lpubel (FUTURE) ahk vztu f oley.,ao le y,y le ao,3,ao,y,8,5,,,subt dvt lpubel subtat ahk vztu f oley.,,,,,,,,,,0-1,#228B22,,,(now) dvt lpubel (FUTURE) ahk vztu f oley.,,,,,,,,,
aoliga,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. suba hkdg am subb dkdg. rak.,22,k. suba hkdg am subb dkdg. rak.,ao li ga,ga li ao,3,ao,ga,6,6,,suba hkdg am subb dkdg. rak.,,,,,,,,,,,>1,#9370DB,,suba hkdg am subb dkdg. rak.,,,,,,,,,,
aosiple,,a.,,1,green,adjective/determiner,0,0,5,0,a. vh uxaux vzt.,9,a. (at) uxaux vzt.,ao si p le,le p si ao,4,ao,le,3,7,,,,,vh uxaux vzt.,,,,,,,,>1,#228B22,,,,,(at) uxaux vzt.,,,,,,,
aoxh,,bu.,,1,tan,conjunction,0,0,0,0,bu. xzt tair subtet pji o elau subtat ji.,14,bu. xzt tair (PAST) (may) o elau (FUTURE) (is).,ao x h,h x ao,3,ao,h,8,4,,,,,,,xzt tair subtet pji o elau subtat ji.,,,,,,0-1,#D2B48C,,,,,,,xzt tair (PAST) (may) o elau (FUTURE) (is).,,,,,
aozh,,bu.,,1,tan,conjunction,0,0,12,0,bu. tae ehut subtet ji dust tair subtat ji.,17,bu. tae ehut (PAST) (is) dust tair (FUTURE) (is).,ao z h,h z ao,3,ao,h,8,4,,,,,,,tae ehut subtet ji dust tair subtat ji.,,,,,,>1,#D2B48C,,,,,,,tae ehut (PAST) (is) dust tair (FUTURE) (is).,,,,,
aozra,,sj.,,1,blue,NOUN,0,0,2,0,sj. belu je jajije f lava lela.,17,sj. belu (you) jajije f lava (time).,ao z ra,ra z ao,3,ao,ra,6,5,belu je jajije f lava lela.,,,,,,,,,,,,>1,#6495ED,belu (you) jajije f lava (time).,,,,,,,,,,,
apda,,sj.,,1,blue,NOUN,0,0,3,0,sj. vh lap f deda in sxresh.,16,sj. (at) lap f deda (or) sxresh.,a p da,da p a,3,a,da,6,4,vh lap f deda in sxresh.,,,,,,,,,,,,>1,#6495ED,(at) lap f deda (or) sxresh.,,,,,,,,,,,
apu,when,q.,,1,tan,conjunction,0,0,5,0,q. pu lela.,,q. (?) (time).,a pu,pu a,2,a,pu,2,3,,,,,,,,,pu lela.,,,,>1,#D2B48C,,,,,,,,,(?) (time).,,,
artai,,sj.,,1,blue,NOUN,0,0,0,0,sj. amtai ahk akagata rink.,21,sj. amtai ahk akagata rink.,a r ta i,i ta r a,4,a,i,4,5,amtai ahk akagata rink.,,,,,,,,,,,,0-1,#6495ED,amtai ahk akagata rink.,,,,,,,,,,,
ash,,sj.,,1,blue,NOUN,0,0,10,0,sj. l asj z gtin.,11,sj. l asj z gtin.,a sh,sh a,2,a,sh,4,3,l asj z gtin.,,,,,,,,,,,,>1,#6495ED,l asj z gtin.,,,,,,,,,,,
asj,,k.,,1,purple,verb/adverb/article,0,0,69,0,k. 1 vk ja je f akudep kyv. 2 ahk yamte ew el lela chley. 3 yra belu rak.,33,k. 1 (to/do) (me) (you) f akudep kyv. 2 ahk (THREE) ew el (time) chley. 3 (that) belu rak.,a sj,sj a,2,a,sj,16,3,,1 vk ja je f akudep kyv. 2 ahk yamte ew el lela chley. 3 yra belu rak.,,,,,,,,,,,>20,#9370DB,,1 (to/do) (me) (you) f akudep kyv. 2 ahk (THREE) ew el (time) chley. 3 (that) belu rak.,,,,,,,,,,
asre,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. ubva kytu o lisuvai kytu.,21,k. ubva kytu o lisuvai kytu.,a s re,re s a,3,a,re,5,4,,ubva kytu o lisuvai kytu.,,,,,,,,,,,>1,#9370DB,,ubva kytu o lisuvai kytu.,,,,,,,,,,
asx,,k.,,1,purple,verb/adverb/article,0,0,28,0,k. 1 asj am axuaxf ji. 2 dust ja ee je kap utei o vh akudep z je ja alih kat ja je asj.,40,k. 1 asj am axuaxf (is). 2 dust (me) (AND) (you) (not) utei o (at) akudep z (you) (me) alih kat (me) (you) asj.,a sx,sx a,2,a,sx,22,3,,1 asj am axuaxf ji. 2 dust ja ee je kap utei o vh akudep z je ja alih kat ja je asj.,,,,,,,,,,,>20,#9370DB,,1 asj am axuaxf (is). 2 dust (me) (AND) (you) (not) utei o (at) akudep z (you) (me) alih kat (me) (you) asj.,,,,,,,,,,
atai,,sj.,,1,blue,NOUN,0,0,0,0,sj. ju ja ja asj el je lqa. je ju ja hji.,10,sj. (add/mix) (me) (me) asj el (you) lqa. (you) (add/mix) (me) (isn't).,a ta i,i ta a,3,a,i,11,4,ju ja ja asj el je lqa. je ju ja hji.,,,,,,,,,,,,0-1,#6495ED,(add/mix) (me) (me) asj el (you) lqa. (you) (add/mix) (me) (isn't).,,,,,,,,,,,
atek,,k.,,1,purple,verb/adverb/article,0,0,17,0,k. 1 sxuk taar kyin. 2 taar subb kyin.,27,k. 1 sxuk taar kyin. 2 taar subb kyin.,a te k,k te a,3,a,k,7,4,,1 sxuk taar kyin. 2 taar subb kyin.,,,,,,,,,,,>1,#9370DB,,1 sxuk taar kyin. 2 taar subb kyin.,,,,,,,,,,
auin,,e.,,1,green,adjective/determiner,0,0,1,0,e. kap kauin. kauin cji ji el hhg je ishl.,20,e. (not) kauin. kauin (today) (is) el hhg (you) ishl.,a u in,in u a,3,a,in,9,4,,,kap kauin. kauin cji ji el hhg je ishl.,,,,,,,,,,0-1,#228B22,,,(not) kauin. kauin (today) (is) el hhg (you) ishl.,,,,,,,,,
axdacj,,sj.,,1,blue,NOUN,0,0,3,0,sj. uxaux aohjg l aiqr shlup f sxgu.,27,sj. uxaux aohjg l aiqr shlup f sxgu.,ax da cj,cj da ax,3,ax,cj,7,6,uxaux aohjg l aiqr shlup f sxgu.,,,,,,,,,,,,>1,#6495ED,uxaux aohjg l aiqr shlup f sxgu.,,,,,,,,,,,
axgg,,sj.,,1,blue,NOUN,0,0,8,0,sj. plu subteta guo beba f hucher.,9,sj. plu (before) guo (begin) f (something/anything).,ax g g,g g ax,3,ax,g,6,4,plu subteta guo beba f hucher.,,,,,,,,,,,,>1,#6495ED,plu (before) guo (begin) f (something/anything).,,,,,,,,,,,
axhk,,k.,,1,purple,verb/adverb/article,0,0,9,0,k. 1 vk ju yra ee yra ysi hucher kytu. 2 ysi hucher yre hucher kyin.,11,k. 1 (to/do) (add/mix) (that) (AND) (that) (TWO) (something/anything) kytu. 2 (TWO) (something/anything) (this) (something/anything) kyin.,ax h k,k h ax,3,ax,k,14,4,,1 vk ju yra ee yra ysi hucher kytu. 2 ysi hucher yre hucher kyin.,,,,,,,,,,,>1,#9370DB,,1 (to/do) (add/mix) (that) (AND) (that) (TWO) (something/anything) kytu. 2 (TWO) (something/anything) (this) (something/anything) kyin.,,,,,,,,,,
axht,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vk exiex sjlup yra axhk.,10,k. (to/do) exiex (place/direction/area) (that) axhk.,ax h t,t h ax,3,ax,t,5,4,,vk exiex sjlup yra axhk.,,,,,,,,,,,0-1,#9370DB,,(to/do) exiex (place/direction/area) (that) axhk.,,,,,,,,,,
axi,,a.,,1,green,adjective/determiner,0,0,0,0,a. hhk sxi axuax.,12,a. hhk sxi axuax.,ax i,i ax,2,ax,i,3,3,,,,,hhk sxi axuax.,,,,,,,,0-1,#228B22,,,,,hhk sxi axuax.,,,,,,,
axlk,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. exiex ykai subb yre sui lav deda kyin.,28,k. exiex ykai subb (this) sui lav deda kyin.,ax l k,k l ax,3,ax,k,8,4,,exiex ykai subb yre sui lav deda kyin.,,,,,,,,,,,0-1,#9370DB,,exiex ykai subb (this) sui lav deda kyin.,,,,,,,,,,
axt,,sj.,,1,blue,NOUN,0,0,7,0,sj. vh etela f kusxkusx sjlup z yre lela.,17,sj. (at) etela f kusxkusx (place/direction/area) z (this) (time).,ax t,t ax,2,ax,t,8,3,vh etela f kusxkusx sjlup z yre lela.,,,,,,,,,,,,>1,#6495ED,(at) etela f kusxkusx (place/direction/area) z (this) (time).,,,,,,,,,,,
axuax,,hh.,,1,green,adjective/determiner,0,0,38,0,hh. kap uxaux. zuf bteb.,11,hh. (not) uxaux. (COUNT) bteb.,ax u ax,ax u ax,3,ax,ax,4,5,,,,,,kap uxaux. zuf bteb.,,,,,,,>20,#228B22,,,,,,(not) uxaux. (COUNT) bteb.,,,,,,
axuaxf,,e.,,1,green,adjective/determiner,0,0,22,0,e. hgasi z l axuax dkdg.,17,e. hgasi z l axuax dkdg.,ax u ax f,f ax u ax,4,ax,f,5,6,,,hgasi z l axuax dkdg.,,,,,,,,,,>20,#228B22,,,hgasi z l axuax dkdg.,,,,,,,,,
axx,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. sxuk hsj.,8,k. sxuk hsj.,ax x,x ax,2,ax,x,2,3,,sxuk hsj.,,,,,,,,,,,>1,#9370DB,,sxuk hsj.,,,,,,,,,,
azui,,sj.,,1,blue,NOUN,0,0,1,0,sj. yk vk yre lela in vk uku lela yra kysi.,11,sj. yk (to/do) (this) (time) (or) (to/do) uku (time) (that) kysi.,a zu i,i zu a,3,a,i,10,4,yk vk yre lela in vk uku lela yra kysi.,,,,,,,,,,,,0-1,#6495ED,yk (to/do) (this) (time) (or) (to/do) uku (time) (that) kysi.,,,,,,,,,,,
baali,,sj.,,1,blue,NOUN,0,0,4,0,sj. 1 vzt z sjlup. 2 vzta sjlup gato deqhm.,16,sj. 1 vzt z (place/direction/area). 2 vzta (place/direction/area) gato (WORD).,ba a li,li a ba,3,ba,li,8,5,1 vzt z sjlup. 2 vzta sjlup gato deqhm.,,,,,,,,,,,,>1,#6495ED,1 vzt z (place/direction/area). 2 vzta (place/direction/area) gato (WORD).,,,,,,,,,,,
bafta,,sj.,,1,blue,NOUN,0,0,0,0,sj. taar in kauin ktap yk dkdg o jater in ratazee ktap hkdg.,42,sj. taar (or) kauin ktap yk dkdg o jater (or) ratazee ktap hkdg.,ba f ta,ta f ba,3,ba,ta,12,5,taar in kauin ktap yk dkdg o jater in ratazee ktap hkdg.,,,,,,,,,,,,0-1,#6495ED,taar (or) kauin ktap yk dkdg o jater (or) ratazee ktap hkdg.,,,,,,,,,,,
bakai,,sj.,,1,blue,NOUN,0,0,1,0,sj. alp hjter kyin.,14,sj. alp hjter kyin.,ba ka i,i ka ba,3,ba,i,3,5,alp hjter kyin.,,,,,,,,,,,,0-1,#6495ED,alp hjter kyin.,,,,,,,,,,,
bakal,,e.,,1,green,adjective/determiner,0,0,0,0,e. blek je oly eji.,11,e. blek (you) oly eji.,ba ka l,l ka ba,3,ba,l,4,5,,,blek je oly eji.,,,,,,,,,,0-1,#228B22,,,blek (you) oly eji.,,,,,,,,,
bataam,,sj.,,1,blue,NOUN,0,0,1,0,sj. amsht kap kytu f yra lela.,12,sj. amsht (not) kytu f (that) (time).,ba ta am,am ta ba,3,ba,am,6,6,amsht kap kytu f yra lela.,,,,,,,,,,,,0-1,#6495ED,amsht (not) kytu f (that) (time).,,,,,,,,,,,
bazg,,sj.,,1,blue,NOUN,0,0,0,0,sj. vk bteb guo ska.,12,sj. (to/do) bteb guo ska.,ba z g,g z ba,3,ba,g,4,4,vk bteb guo ska.,,,,,,,,,,,,0-1,#6495ED,(to/do) bteb guo ska.,,,,,,,,,,,
bcx,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. vt yra aok.,6,k. vt (that) aok.,b cx,cx b,2,b,cx,3,3,,vt yra aok.,,,,,,,,,,,>1,#9370DB,,vt (that) aok.,,,,,,,,,,
beak,,k.,,1,purple,verb/adverb/article,0,0,15,0,k. vk zucjch vt alpp yra lela kysi.,7,k. (to/do) (DEATH) vt (BIRTH) (that) (time) kysi.,be a k,k a be,3,be,k,7,4,,vk zucjch vt alpp yra lela kysi.,,,,,,,,,,,>1,#9370DB,,(to/do) (DEATH) vt (BIRTH) (that) (time) kysi.,,,,,,,,,,
beax,,sj.,,2,orange,pronoun/number/base,1,0,28,0,sj. ykai z liliax. k. hucher deqhm.,14,sj. ykai z liliax. k. (something/anything) (WORD).,be ax,ax be,2,be,ax,5,4,ykai z liliax.,hucher deqhm.,,,,,,,,,,,>20,#FFA500,ykai z liliax.,(something/anything) (WORD).,,,,,,,,,,
beba,begin,k.,,3,orange,pronoun/number/base,1,0,40,0,k. ging ahk pdep. yra yra ji. e. ging dkdg. sj. ging ahk pdep el bteb f kusxkusx gega.,,k. ging ahk pdep. (that) (that) (is). e. ging dkdg. sj. ging ahk pdep el bteb f kusxkusx gega.,be ba,ba be,2,be,ba,16,4,ging ahk pdep el bteb f kusxkusx gega.,ging ahk pdep. yra yra ji.,ging dkdg.,,,,,,,,,,>20,#FFA500,ging ahk pdep el bteb f kusxkusx gega.,ging ahk pdep. (that) (that) (is).,ging dkdg.,,,,,,,,,
bebak,,k.,,1,purple,verb/adverb/article,0,0,22,0,k. beba aa fgah aa akydep.,15,k. (begin) aa fgah aa akydep.,be ba k,k ba be,3,be,k,5,5,,beba aa fgah aa akydep.,,,,,,,,,,,>20,#9370DB,,(begin) aa fgah aa akydep.,,,,,,,,,,
begai,,sj.,,1,blue,NOUN,0,0,1,0,sj. beba f uku vzt.,9,sj. (begin) f uku vzt.,be ga i,i ga be,3,be,i,4,5,beba f uku vzt.,,,,,,,,,,,,0-1,#6495ED,(begin) f uku vzt.,,,,,,,,,,,
behm,,sj.,,1,blue,NOUN,0,0,0,0,sj. hmt l bebak.,11,sj. hmt l bebak.,be hm,hm be,2,be,hm,3,4,hmt l bebak.,,,,,,,,,,,,0-1,#6495ED,hmt l bebak.,,,,,,,,,,,
bek,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. vk lela daeif rek.,9,k. (to/do) (time) daeif rek.,be k,k be,2,be,k,4,3,,vk lela daeif rek.,,,,,,,,,,,>1,#9370DB,,(to/do) (time) daeif rek.,,,,,,,,,,
belu,,k.,,1,purple,verb/adverb/article,0,0,55,0,k. plu akudep plaf.,14,k. plu akudep plaf.,be lu,lu be,2,be,lu,3,4,,plu akudep plaf.,,,,,,,,,,,>20,#9370DB,,plu akudep plaf.,,,,,,,,,,
berge,,sj.,,1,blue,NOUN,0,0,0,0,sj. gebr el pvbe tkr f yre elau gega ji.,24,sj. gebr el pvbe tkr f (this) elau gega (is).,be r ge,ge r be,3,be,ge,9,5,gebr el pvbe tkr f yre elau gega ji.,,,,,,,,,,,,0-1,#6495ED,gebr el pvbe tkr f (this) elau gega (is).,,,,,,,,,,,
besjp,,sj.,,1,blue,NOUN,0,0,0,0,sj. esjip l bebak.,13,sj. esjip l bebak.,be sj p,p sj be,3,be,p,3,5,esjip l bebak.,,,,,,,,,,,,0-1,#6495ED,esjip l bebak.,,,,,,,,,,,
bett,,sj.,,1,blue,NOUN,0,0,3,0,sj. vk l beak f qvq f gazter.,18,sj. (to/do) l beak f qvq f gazter.,be t t,t t be,3,be,t,7,4,vk l beak f qvq f gazter.,,,,,,,,,,,,>1,#6495ED,(to/do) l beak f qvq f gazter.,,,,,,,,,,,
bevi,,sj.,,1,blue,NOUN,0,0,0,0,sj. ktap kytu f ewer.,15,sj. ktap kytu f ewer.,be v i,i v be,3,be,i,4,4,ktap kytu f ewer.,,,,,,,,,,,,0-1,#6495ED,ktap kytu f ewer.,,,,,,,,,,,
bezt,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vh kap ppicj f yra tata shlp aa vs laf utei aa oley akydep.,33,k. (at) (not) ppicj f (that) tata shlp aa (with) (delay) utei aa oley akydep.,be z t,t z be,3,be,t,14,4,,vh kap ppicj f yra tata shlp aa vs laf utei aa oley akydep.,,,,,,,,,,,0-1,#9370DB,,(at) (not) ppicj f (that) tata shlp aa (with) (delay) utei aa oley akydep.,,,,,,,,,,
bezu,,k.,,1,purple,verb/adverb/article,0,0,6,0,k. sxzu belu.,9,k. sxzu belu.,be zu,zu be,2,be,zu,2,4,,sxzu belu.,,,,,,,,,,,>1,#9370DB,,sxzu belu.,,,,,,,,,,
bhh,,sj.,,1,blue,NOUN,0,0,0,0,sj. vh subtet ee subtat ska.,5,sj. (at) (PAST) (AND) (FUTURE) ska.,b hh,hh b,2,b,hh,5,3,vh subtet ee subtat ska.,,,,,,,,,,,,0-1,#6495ED,(at) (PAST) (AND) (FUTURE) ska.,,,,,,,,,,,
bik,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. ysi rali sjam kyin.,13,k. (TWO) rali sjam kyin.,b i k,k i b,3,b,k,4,3,,ysi rali sjam kyin.,,,,,,,,,,,>1,#9370DB,,(TWO) rali sjam kyin.,,,,,,,,,,
bipu,,e.,,1,green,adjective/determiner,0,0,3,0,e. xzt yra je rcxs.,8,e. xzt (that) (you) rcxs.,b i pu,pu i b,3,b,pu,4,4,,,xzt yra je rcxs.,,,,,,,,,,>1,#228B22,,,xzt (that) (you) rcxs.,,,,,,,,,
bki,,k.,,1,purple,verb/adverb/article,0,0,13,0,k. liuzu z yre deda tky. lpubal eduh sxde ji.,28,k. liuzu z (this) deda tky. lpubal eduh sxde (is).,b k i,i k b,3,b,i,9,3,,liuzu z yre deda tky. lpubal eduh sxde ji.,,,,,,,,,,,>1,#9370DB,,liuzu z (this) deda tky. lpubal eduh sxde (is).,,,,,,,,,,
blek,,sj.,,1,blue,NOUN,0,0,1,0,sj. je eji shley f lela.,11,sj. (you) eji shley f (time).,b le k,k le b,3,b,k,5,4,je eji shley f lela.,,,,,,,,,,,,0-1,#6495ED,(you) eji shley f (time).,,,,,,,,,,,
blih,,e.,,1,green,adjective/determiner,0,0,1,0,e. vk kytu oing hkdg.,13,e. (to/do) kytu oing hkdg.,b li h,h li b,3,b,h,4,4,,,vk kytu oing hkdg.,,,,,,,,,,0-1,#228B22,,,(to/do) kytu oing hkdg.,,,,,,,,,
blit,,k.,,1,purple,verb/adverb/article,0,0,9,0,k. hjter pdepr rak o iligt btebr rak.,18,k. hjter (myself) rak o iligt (yourself) rak.,b li t,t li b,3,b,t,7,4,,hjter pdepr rak o iligt btebr rak.,,,,,,,,,,,>1,#9370DB,,hjter (myself) rak o iligt (yourself) rak.,,,,,,,,,,
blug,,sj.,,1,blue,NOUN,0,0,1,0,sj. yra tla f zuf z lela.,7,sj. (that) tla f (COUNT) z (time).,b lu g,g lu b,3,b,g,6,4,yra tla f zuf z lela.,,,,,,,,,,,,0-1,#6495ED,(that) tla f (COUNT) z (time).,,,,,,,,,,,
botvi,,sj.,,1,blue,NOUN,0,0,0,0,sj. yre vs dudi aohjg l aiqr. sasih tlah.,25,sj. (this) (with) dudi aohjg l aiqr. sasih tlah.,b o t v i,i v t o b,5,b,i,8,5,yre vs dudi aohjg l aiqr. sasih tlah.,,,,,,,,,,,,0-1,#6495ED,(this) (with) dudi aohjg l aiqr. sasih tlah.,,,,,,,,,,,
bpu,,q.,,1,tan,conjunction,0,0,28,0,q. pu kyv.,4,q. (?) kyv.,b pu,pu b,2,b,pu,2,3,,,,,,,,,pu kyv.,,,,>20,#D2B48C,,,,,,,,,(?) kyv.,,,
braee,,sj.,,1,blue,NOUN,0,0,0,0,sj. qlat el teer subt ji ji. vk subtat yk ahg atek. subt hhg ejlip.,29,sj. qlat el teer (now) (is) (is). (to/do) (FUTURE) yk ahg atek. (now) hhg ejlip.,b ra ee,ee ra b,3,b,ee,14,5,qlat el teer subt ji ji. vk subtat yk ahg atek. subt hhg ejlip.,,,,,,,,,,,,0-1,#6495ED,qlat el teer (now) (is) (is). (to/do) (FUTURE) yk ahg atek. (now) hhg ejlip.,,,,,,,,,,,
brue,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. sxzu brye.,9,k. sxzu brye.,b r u e,e u r b,4,b,e,2,4,,sxzu brye.,,,,,,,,,,,0-1,#9370DB,,sxzu brye.,,,,,,,,,,
brxe,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. vh qah hhk tky.,10,k. (at) qah hhk tky.,b r x e,e x r b,4,b,e,4,4,,vh qah hhk tky.,,,,,,,,,,,0-1,#9370DB,,(at) qah hhk tky.,,,,,,,,,,
brye,,k.,,1,purple,verb/adverb/article,0,0,15,0,k. 1 ehg yra kysi ishl am heze hkdg. 2 aaosi yra ji ishl am heze hkdg.,43,k. 1 ehg (that) kysi ishl am heze hkdg. 2 aaosi (that) (is) ishl am heze hkdg.,b r y e,e y r b,4,b,e,15,4,,1 ehg yra kysi ishl am heze hkdg. 2 aaosi yra ji ishl am heze hkdg.,,,,,,,,,,,>1,#9370DB,,1 ehg (that) kysi ishl am heze hkdg. 2 aaosi (that) (is) ishl am heze hkdg.,,,,,,,,,,
brysh,,sj.,,1,blue,NOUN,0,0,2,0,sj. qahh xyt f qvq. brye f qaq. qahh yra ehu.,28,sj. qahh xyt f qvq. brye f qaq. qahh (that) ehu.,b r y sh,sh y r b,4,b,sh,10,5,qahh xyt f qvq. brye f qaq. qahh yra ehu.,,,,,,,,,,,,>1,#6495ED,qahh xyt f qvq. brye f qaq. qahh (that) ehu.,,,,,,,,,,,
bsjzv,,sj.,,1,blue,NOUN,0,0,0,0,sj. ysi hmt el guo ahk l jajije kyso.,24,sj. (TWO) hmt el guo ahk l jajije kyso.,b sj z v,v z sj b,4,b,v,8,5,ysi hmt el guo ahk l jajije kyso.,,,,,,,,,,,,0-1,#6495ED,(TWO) hmt el guo ahk l jajije kyso.,,,,,,,,,,,
bsxju,,e.,,1,green,adjective/determiner,0,0,1,0,e. kap sxi uxaux in axuax ju yra yra byta.,18,e. (not) sxi uxaux (or) axuax (add/mix) (that) (that) byta.,b sx ju,ju sx b,3,b,ju,9,5,,,kap sxi uxaux in axuax ju yra yra byta.,,,,,,,,,,0-1,#228B22,,,(not) sxi uxaux (or) axuax (add/mix) (that) (that) byta.,,,,,,,,,
bteb,,k.,,2,orange,pronoun/number/base,1,0,51,0,k. 1 eguux kyv. 2 liuzu z yra tky. sj. suba chil f ging.,35,k. 1 eguux kyv. 2 liuzu z (that) tky. sj. suba chil f ging.,b te b,b te b,3,b,b,11,4,suba chil f ging.,1 eguux kyv. 2 liuzu z yra tky.,,,,,,,,,,,>20,#FFA500,suba chil f ging.,1 eguux kyv. 2 liuzu z (that) tky.,,,,,,,,,,
btebe,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. uxi bteb.,8,k. uxi bteb.,b te be,be te b,3,b,be,2,5,,uxi bteb.,,,,,,,,,,,>1,#9370DB,,uxi bteb.,,,,,,,,,,
btebr,yourself,sj.,,1,blue,NOUN,0,0,18,0,sj. bteb f lela.,,sj. bteb f (time).,b te b r,r b te b,4,b,r,3,5,bteb f lela.,,,,,,,,,,,,>1,#6495ED,bteb f (time).,,,,,,,,,,,
btef,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. vk ju lbf vt lbf hucher kalao.,14,k. (to/do) (add/mix) lbf vt lbf (something/anything) kalao.,b te f,f te b,3,b,f,7,4,,vk ju lbf vt lbf hucher kalao.,,,,,,,,,,,0-1,#9370DB,,(to/do) (add/mix) lbf vt lbf (something/anything) kalao.,,,,,,,,,,
btep,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. heha qwq kyin.,12,k. heha qwq kyin.,b te p,p te b,3,b,p,3,4,,heha qwq kyin.,,,,,,,,,,,0-1,#9370DB,,heha qwq kyin.,,,,,,,,,,
budal,,sj.,,1,blue,NOUN,0,0,0,0,sj. suja xhg je lacx. suja je asj am yra lisu xhg je lacx.,33,sj. suja xhg (you) lacx. suja (you) asj am (that) lisu xhg (you) lacx.,bu da l,l da bu,3,bu,l,13,5,suja xhg je lacx. suja je asj am yra lisu xhg je lacx.,,,,,,,,,,,,0-1,#6495ED,suja xhg (you) lacx. suja (you) asj am (that) lisu xhg (you) lacx.,,,,,,,,,,,
buhhtes,,sj.,,1,blue,NOUN,0,0,1,0,sj. yre eeluz ahk subtet ee subtat kyin vx yra. bu kuuee.,23,sj. (this) eeluz ahk (PAST) (AND) (FUTURE) kyin vx (that). bu kuuee.,bu hh te s,s te hh bu,4,bu,s,10,7,yre eeluz ahk subtet ee subtat kyin vx yra. bu kuuee.,,,,,,,,,,,,0-1,#6495ED,(this) eeluz ahk (PAST) (AND) (FUTURE) kyin vx (that). bu kuuee.,,,,,,,,,,,
buk,,sj.,,1,blue,NOUN,0,0,5,0,sj. yras gega in heha f luwux gazter.,26,sj. yras gega (or) heha f luwux gazter.,bu k,k bu,2,bu,k,7,3,yras gega in heha f luwux gazter.,,,,,,,,,,,,>1,#6495ED,yras gega (or) heha f luwux gazter.,,,,,,,,,,,
buzpu,,p.,PSTORY,1,blue,NOUN,0,0,1,0,p. qlat el aozra tku ji. am gta je ahg. aozra ahk gta hji pu.,34,p. qlat el aozra tku (is). am gta (you) ahg. aozra ahk gta (isn't) (?).,bu z pu,pu z bu,3,bu,pu,14,5,,,,,,,,qlat el aozra tku ji. am gta je ahg. aozra ahk gta hji pu.,,,,,0-1,#6495ED,,,,,,,,qlat el aozra tku (is). am gta (you) ahg. aozra ahk gta (isn't) (?).,,,,
byta,,k.,,1,purple,verb/adverb/article,0,0,6,0,k. vs lef in def f yre hutl sxi taar ypu tky.,22,k. (with) lef (or) def f (this) hutl sxi taar (which) tky.,b y ta,ta y b,3,b,ta,11,4,,vs lef in def f yre hutl sxi taar ypu tky.,,,,,,,,,,,>1,#9370DB,,(with) lef (or) def f (this) hutl sxi taar (which) tky.,,,,,,,,,,
bzui,,sj.,,1,blue,NOUN,0,0,2,0,sj. beak f akydep.,13,sj. beak f akydep.,b zu i,i zu b,3,b,i,3,4,beak f akydep.,,,,,,,,,,,,>1,#6495ED,beak f akydep.,,,,,,,,,,,
